"CYP51A1","HS3ST1","SLC25A13","AASS","CHDH","AGPS","MRI1","HEXB","GALC","OAT","PFKP","ASNS","PLD1","PGM1","AKR1B1","SMOX","CERS4","PHGDH","XYLB","PTGS1","PLA2G3","CERK","NME3","NME4","SLC7A5","XYLT1","FAH","SQLE","GALK1","ALDOC","AADAT","SC5D","CHPT1","ENO2","GNPDA1","HGD","DHCR24","AGMAT","B4GALT2","B4GALT6","GDA","PPP1R3C","EPHX2","CHST3","PFKFB2","CHPF","HS3ST3B1","NT5C","ASL","SGPP1","IDUA","MPST","IVD","DCTD","CDO1","GAMT","ASS1","BHMT2","PSAT1","GLUL","HS6ST1","PAOX","QDPR","HK1","ST3GAL2","CBR1","HK2","ALDH4A1","CBS","GYG1","ALDH7A1","CRYL1","GPT2","CKB","TK2","ENTPD3","CERS6","HPSE","PC","CHST2","GPX2","B3GNT3","SLC36A4","NQO1","SGSH","PYCR1","NAT8L"
6.432625411,0.422233001,3.560714954,1.182692298,3.564378169,3.769771739,4.952333566,7.500642736,3.17951105,7.568868163,6.130107179,7.630303533,2.289834465,5.68846014,2.498250868,3.849999259,0.111031312,1.981852653,2.989139007,1.207892852,4.921245889,2.901108243,6.408202345,6.525129251,8.847057346,0.189033824,3.702657543,6.334496768,4.260778432,6.907491593,0.150559677,6.192391457,5.337711092,6.884231584,6.384222533,0.454175893,7.343052435,2.733354341,5.486714373,2.456806149,0.86393845,0.137503524,4.7322692,3.375734539,5.368768349,6.364047084,0.310340121,5.602290585,4.489928219,0.411426246,3.343407822,4.691534165,5.952799478,6.499527024,0,0.565597176,7.498649788,0.584962501,1.782408565,7.234290542,4.287620044,1.389566812,4.98230913,5.590961241,2.707082992,7.295447535,5.825785627,4.429615964,0.432959407,5.263785614,4.697106574,5.131754091,6.002927502,4.458775699,4.761285273,2.292781749,4.992768431,2.198494154,3.125981654,0.176322773,7.491532462,1.03562391,0.310340121,8.078684546,3.368768349,7.427438564,0.084064265
5.519793486,0.464668267,4.449561375,2.750606505,0.475084883,7.335390355,4.56193706,6.539158811,3.705977902,7.153298683,5.564378169,6.059831136,1.372952098,5.715069679,6.884353707,2.875780063,4.894332742,7.531771325,3.249445341,0.056583528,0.014355293,5.065658471,7.125258473,9.324383095,6.479941901,0.042644337,5.023698917,5.757289992,4.853995647,3.280956314,3.869871406,4.454833907,5.415150205,6.398829182,6.673980351,0.263034406,7.627898616,0.111031312,5.438292852,2.176322773,0.097610797,0.014355293,4.557655155,4.269033146,3.43162296,5.705425039,1.974529312,5.408711861,4.564987801,2.95419631,2.301587647,6.259084133,1.292781749,6.113117036,0,6.602587527,2.173127433,0.150559677,7.100452095,8.161131883,4.646738698,2.731183242,6.054848477,5.87897051,4.253232939,6.884842094,4.362469889,5.407012774,7.735454482,6.683275373,8.105803772,5.998195503,4.769242795,9.329056305,5.252097703,0.014355293,3.965322548,1.803227036,4.501439145,0.40053793,0.604071324,0.298658316,3.49057013,8.807226104,4.511594542,7.733896605,4.932155684
8.612794795,3.068670811,5.155830172,1.063502942,4.456806149,5.463033855,4.246408087,8.283875484,2.269033146,4.555816155,6.446917865,7.658854125,2.384049807,6.219749355,2.111031312,3.572889668,0.014355293,6.460251099,3.746312766,0.124328135,0.948600847,0.613531653,5.478648295,5.606738317,6.593801929,2.46727948,0.831877241,7.528180588,3.944858446,5.096767855,2.472487771,4.336997417,4.392317423,0.495695163,5.49057013,5.537606691,7.451540833,3.974529312,4.446917865,1.794935663,1.659924558,0.097610797,3.155425432,0.070389328,5.761551232,6.168120505,0.070389328,5.080231272,7.04450341,0.070389328,0.815575429,6.053111336,0.97819563,6.303050085,0.042644337,0.286881148,7.189231549,0.028569152,7.056366761,0.545968369,3.593353771,1.883620816,5.48703608,3.624100895,4.420886575,6.123293723,3.870857864,3.301587647,0.757023247,4.033863452,5.802968651,7.168321116,4.243364426,4.682011391,3.307428525,0.028569152,5.347665656,0.632268215,2.475084883,0,7.680113339,5.7977912,0.189033824,8.715172666,4.107687869,7.301130331,0.042644337
6.343052435,3.204766751,4.006298024,3.663344619,3.102658131,5.552131108,4.423578171,7.510249887,5.023698917,6.099505617,6.657354182,8.004220466,1.963474124,5.282069075,1.859969548,3.933572638,0.526068812,7.444186663,2.82984956,0.555816155,0,4.74092756,5.789468437,5.967168608,8.468746214,2.124328135,4.007195501,6.660209873,2.918386234,5.606146078,4.320484678,5.673273737,4.269033146,5.760753208,5.865918815,0.722466024,6.691952843,0.389566812,4.663344619,4.158660175,7.258236237,0.124328135,1.09085343,3.241840184,5.348019909,5.453846774,0.443606651,6.212958363,4.586164246,4.286881148,2.925999419,3.849999259,4.909773104,6.813909425,0.23878686,0.443606651,6.256633295,0.042644337,8.252334284,6.319401167,3.473786912,1.855989697,4.887525271,5.22650853,2.266036894,5.203592714,4.486714373,3.085764554,0.704871964,4.451540833,6.267535798,3.885574364,4.811984719,4.334854269,4.426264755,0.137503524,4.526068812,3.71259578,2.375734539,0.137503524,1.286881148,4.174725988,2.693765712,6.421728238,3.365972428,6.805550425,0.22650853
7.543727859,1.372952098,4.932155684,0.815575429,3.789729251,5.856487779,4.474436043,7.440204752,2.124328135,5.520422249,4.771885579,6.55059289,3.694880193,5.544114402,1.550900665,3.512226887,0.286881148,6.284662185,3.59812696,0.275007047,1.475084883,0.871843649,5.61205756,6.583308465,6.995258373,2.087462841,4.414135533,7.004051885,3.864928972,3.003602237,4.265286858,6.040234917,4.232660757,4.858975614,5.307428525,3.106013238,7.552131108,3.879705766,5.160678213,2.493134922,3.767654798,0.056583528,4.46008724,1.739848103,5.269781238,5.585563498,0.298658316,6.157650097,6.426767933,3.721372659,2.22650853,5.799864411,6.366497076,6.775840699,0.137503524,4.653060017,6.230164578,0.028569152,7.864124225,6.056149961,4.274261661,0.739848103,5.844737144,5.025028794,3.343407822,5.73714592,5.445594291,4.09592442,4.793895883,4.522934561,6.64990282,4.844486088,5.774259951,9.144250356,3.809414444,0.137503524,5.814806743,3.075532631,3.420886575,0.042644337,9.20867332,4.745775149,1.659924558,8.982908037,4.527946099,7.269220206,2.451540833
3.627606838,0.028569152,2.493134922,2.280956314,0,2.873813198,2.6622055,6.683134985,2.994579724,0.150559677,5.466300829,2.95419631,3.56315813,4.593353771,9.090456508,2.169925001,1.82374936,7.341452107,1.275007047,2.327687364,0,3.35614381,5.4747605,7.11113567,4.752748591,2.185866545,4.887525271,5.463360886,6.808642468,4.28169825,0.070389328,2.937344392,3.618238656,0.443606651,2.084064265,0.275007047,5.579240501,0.111031312,5.246027981,0.895302621,0.084064265,0.014355293,0.014355293,0.070389328,0.124328135,0.321928095,0.765534746,6.492814573,5.449231201,1.189033824,3.010779839,6.880930361,4.534808661,4.827310944,0.014355293,7.692789835,5.749266084,0.097610797,4.262282806,5.500802053,3.496973581,3.816599707,5.134631671,3.934516502,2.124328135,4.231125158,2.833902077,3.482848283,0.50589093,4.897240426,4.353323291,2.59454855,4.289834465,4.638653116,1.867896464,0,1.90303827,1.90303827,2.776103988,0.189033824,0.23878686,0.056583528,1.521050737,4.23572706,2.169925001,6.380071387,3.645009884
6.799605422,0.722466024,4.934044647,3.813524689,2.485426827,5.913128768,0.111031312,6.989139007,3.853995647,7.275472718,6.938403424,6.602439064,3.491853096,6.134836993,1.432959407,2.389566812,0.084064265,7.403182494,2.59454855,0.22650853,0.028569152,4.821710215,5.578334949,5.272023189,7.841595796,0.163498732,4.332707934,6.38024459,4.051372102,1.269033146,3.297191417,5.274261661,5.109778429,5.661920579,5.484138131,0.516015147,7.877069362,3.139142019,5.333065878,2.084064265,3.547203025,0,2.895302621,2.726831217,3.947666157,5.592457037,1.250961574,5.667892125,5.22342255,4.080657663,1.516015147,5.24830712,5.116863758,6.560562119,0.042644337,5.447248569,8.287943192,0.124328135,7.727920455,6.28965006,4.446917865,0.084064265,5.307428525,5.728192635,2.301587647,7.093391153,5.619413011,4.042644337,0.23878686,5.462052319,5.803227036,3.71259578,4.818134761,2.776103988,3.614709844,0.042644337,4.700439718,4.239550797,3.778208576,0,0.678071905,4.072963272,3.981852653,10.90433356,3.814550423,8.170976583,2.272023189
7.887037791,0.604071324,5.040454121,1.028569152,2.655351829,3.132576843,4.643278996,7.472731449,0.163498732,5.242221395,4.775577361,6.14974712,2.350497247,5.302684614,1.097610797,2.967168608,2.063502942,6.524815928,3.549669171,0.084064265,3.289834465,2.875780063,5.437960088,4.884597921,6.960001932,2.513490746,3.655351829,5.93191939,4.156234798,4.743084056,0.516015147,5.610581958,4.806839582,1.891419187,5.841973119,1.933572638,7.70935957,5.269781238,4.621172753,2.543495883,1.765534746,0,5.644721547,0.056583528,3.502075956,4.257764969,0.028569152,6.051589621,5.597829098,3.430285273,3.442280035,5.95419631,5.874551087,5.578636862,0.042644337,1.485426827,6.76394266,0.070389328,7.058316496,7.69341726,3.609991295,0.298658316,5.089159132,1.739848103,1.646162657,7.458693688,4.174725988,3.070389328,4.660495132,4.476381688,0.275007047,5.176721693,5.542567608,5.733625498,2.63691458,0.014355293,5.403949364,0.584962501,2.121015401,0.014355293,6.422905743,2.849999259,0.516015147,9.264419142,4.392317423,7.017476563,0.50589093
5.804776378,0.713695815,4.303050085,1.835924074,1.769771739,4.866907978,4.493134922,7.890750668,0.042644337,7.100557221,6.779128369,4.904002316,3.519793486,5.439955517,6.210038123,1.744161096,4.59812696,7.430034319,2.807354922,0.189033824,0.056583528,4.001802243,5.808899839,1.63691458,8.548051238,5.77267747,4.992315252,5.754887502,4.871350841,3.689299161,2.599317794,4.447579197,4.004501392,2.137503524,6.28503225,0.263034406,7.47403037,0.097610797,5.167919866,3.026800059,4.376429311,0.056583528,4.245647774,4.255500733,3.408711861,6.678776174,4.601102203,5.447248569,4.778734244,3.806324057,2.944858446,4.814550423,5.358958826,6.001126665,0,5.432959407,2.073820233,0.014355293,6.7473874,8.353984845,6.525285887,0.918386234,4.798569004,6.393690764,2.049630768,0.286881148,4.964398632,4.184280294,6.229011037,5.014355293,6.756756451,4.3652726,4.37086174,3.749534268,4.067810784,0.014355293,4.08236197,3.727920455,1.739848103,0.782408565,0.59454855,3.080657663,2.853995647,9.938329905,5.478324711,7.126291478,2.411426246
6.123086751,0.485426827,4.85698569,2.608809243,1.914564523,5.761019265,4.442943496,7.381975479,0.992768431,6.574707046,6.760886243,5.857980995,1.66448284,5.941575862,0.879705766,3.59454855,4.557655155,5.757289992,2.855989697,1.077242999,1.86393845,4.450221496,5.207111961,1.510961919,9.346070441,0.014355293,4.551516018,5.327328083,4.652486495,4.325530332,0.879705766,5.606146078,4.423578171,5.054414388,4.977737849,1.333423734,7.661493093,0.097610797,5.686220365,1.650764559,1.731183242,0.028569152,1.722466024,4.182692298,3.416839742,6.631395354,0.070389328,3.799087306,5.031659854,4.147306699,2.09085343,4.922673593,5.522306893,6.573344228,0.056583528,4.780835002,6.065873847,0.056583528,4.384740587,7.065766163,5.655924213,2.875780063,5.520422249,6.018812186,3.039138394,6.05115455,5.254745198,4.040015679,6.627023106,4.486714373,7.479780264,2.924099886,5.021923839,7.415826257,3.797012978,0.910732662,4.100136671,4.137503524,3.476381688,2.176322773,0.475084883,4.039138394,0.014355293,6.756889855,4.844486088,6.799864411,3.22342255
5.174725988,0.014355293,4.907852072,3.832890014,2.761285273,5.328764672,4.35473424,7.450468964,3.401903472,7.210038123,6.524659241,3.897240426,1.485426827,5.793895883,6.397802962,2.477677328,4.98230913,7.760753208,2.451540833,1.280956314,3.435628594,5.608513578,6.789468437,8.217715411,6.042644337,0.40053793,4.740387932,5.93191939,4.94016675,5.170726276,3.944858446,5.539158811,4.09423607,5.798569004,6.534030467,0.275007047,7.294528855,2.316145742,6.128664587,1.163498732,0.124328135,2.475084883,2.841973119,4.218781168,2.879705766,6.253422058,5.974070367,6.30560579,4.657640005,3.956985925,2.987320866,5.869624686,6.219942914,6.558267634,0.070389328,6.431455817,3.782408565,1.014355293,6.712045449,7.732947508,5.216842843,2.378511623,4.759688488,6.205939832,4.118525849,7.291400959,4.084064265,4.969012308,6.780835002,5.186262836,6.567423758,4.313245852,5.355086762,8.47561185,3.592158002,0.124328135,2.495695163,3.221877081,3.821710215,1.678071905,0.35614381,0.028569152,4.160274831,7.558650302,5.091276694,7.053002696,3.367371066
6.789990019,0,3.720278465,0.028569152,0.495695163,5.309248961,4.807870078,7.977737849,0.042644337,6.025693274,7.074248523,6.362119167,2.937344392,4.708187236,10.4894466,4.414135533,4.564378169,7.355703467,2.367371066,0.650764559,0,3.958842675,6.517590658,7.718841075,7.900444199,0.028569152,2.147306699,6.826039959,0.137503524,6.316507819,2.861955364,6.150965784,4.531069493,7.53496425,6.346779643,4.524189078,8.989139007,0.201633861,4.439623138,2.632268215,0.879705766,0.097610797,5.17951105,6.051372102,4.221103725,5.487679279,0.070389328,5.930027641,4.204766751,4.712045449,4.46662712,4.759688488,5.859969548,6.226123143,0.163498732,4.690975738,7.022478785,0.137503524,6.939109013,4.6622055,4.800641097,1.918386234,5.00270252,0.90303827,3.469885976,0.464668267,3.765534746,4.940636607,6.356672044,3.841973119,6.465811254,4.412104045,5.274261661,2.939226578,4.475084883,0.097610797,4.549669171,0.042644337,3.349082146,0.042644337,0.584962501,5.578636862,3.317593505,1.555816155,5.648753033,6.599615349,4.280956314
4.724650272,2.327687364,4.513490746,0.214124805,0.014355293,5.770300489,4.500802053,6.737010678,0.097610797,5.405652061,8.163247124,6.650764559,0.97819563,5.100557221,8.608217853,3.939226578,2.316145742,7.286696365,2.615887074,4.077242999,0.310340121,4.624100895,5.077242999,1.333423734,8.823781199,0.042644337,4.446917865,5.92314918,4.526068812,4.828326926,0.214124805,4.823239844,4.259272487,6.907131025,5.569551851,0.516015147,6.819029455,0.070389328,5.125981654,2.153805336,0.014355293,0.150559677,2.03562391,4.773996325,2.700439718,5.332707934,0.669026766,6.239741718,5.055282436,3.828834649,3.450221496,5.443275112,5.516330387,6.973037206,0.042644337,5.062208078,3.092545742,0.028569152,7.321747747,5.939696741,4.445594291,0,5.065227623,4.851499202,1.682573297,7.466056063,5.606146078,4.209453366,0.50589093,3.521050737,5.51696066,3.538538164,5.7106687,2.384049807,3.509695842,0,3.531069493,2.419538892,1.555816155,0,2.13093087,4.432291338,0.084064265,8.797304861,5.139551352,6.424418266,0.807354922
5.105594276,0,4.118525849,4.965784285,0.839959587,5.840966704,5.081936082,8.56639659,0.056583528,6.120186028,7.854743739,6.136478518,2.361768359,6.040454121,7.699329526,3.64731451,4.54225805,8.074087929,3.056583528,1.765534746,0.014355293,5.618532334,6.409730354,1.799087306,8.110143966,0.070389328,4.456806149,5.873321063,5.271649772,6.313245852,0.163498732,5.381629467,0.367371066,7.012233436,6.557501994,0.23878686,7.063502942,0.056583528,6.666756592,2.608809243,0.056583528,0.137503524,1.914564523,5.234194723,4.743622676,4.584361253,2.40053793,5.680605666,5.59812696,4.693208149,4.3950628,5.765269521,5.86913112,6.626001005,0.070389328,6.182096348,3.007195501,0.028569152,7.403864177,5.54225805,5.296824459,2.97819563,5.781359714,6.480911346,4.234194723,7.553974808,4.846994687,5.722466024,6.351027552,4.460742564,0.333423734,2.117695043,5.967168608,5.64038956,3.639232163,0.042644337,4.544114402,3.379898164,3.972692654,0.070389328,0.855989697,2.759155834,0.042644337,4.950468414,4.389566812,7.507636094,3.867896464
5.155425432,1.042644337,4.256255873,0.321928095,1.111031312,7.403267722,3.917431755,6.782932705,2.250961574,6.494255587,8.282625134,3.439623138,2.201633861,6.7132834,9.050039081,3.745237332,3.711494907,5.020146573,1.98550043,2.084064265,0,5.643567622,5.587964989,5.231125158,9.069825665,1.042644337,5.217618485,6.007868243,5.003152449,3.443606651,3.888499736,8.149493102,4.833396134,3.830863757,5.661635602,5.550285049,7.911511833,0.641546029,5.731183242,2.974529312,6.614415387,0.50589093,1.257010618,4.92552477,3.426264755,4.683134985,0.40053793,5.021479727,5.061344188,4.393004257,3.185866545,4.362469889,5.542567608,6.892633883,0.454175893,3.499527024,7.111344363,0.378511623,6.867896464,5.972003304,5.297558281,1.63691458,5.840463234,6.33217085,4.117695043,8.655924213,2.691534165,2.969012308,3.9202933,5.28872768,7.747253114,4.804776378,4.456806149,7.522699217,4.238022518,0.150559677,3.459431619,3.270528942,4.253232939,6.483493351,0.748461233,1.378511623,4.037382222,9.766214165,4.751142325,4.916476644,2.82984956
